Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Precious Achiuwa,C,22,TOR,68,27,23.6,3.6,8.2,.442,0.7,2.0,.360,2.9,6.2,.468,.486,1.0,1.7,.598,2.1,4.6,6.7,1.1,0.5,0.6,1.1,2.1,9.0
Steven Adams,C,28,MEM,73,72,26.4,2.8,5.2,.548,0.0,0.0,.000,2.8,5.1,.549,.548,1.5,2.6,.554,4.7,5.3,10.0,3.3,0.9,0.8,1.5,2.0,7.1
Bam Adebayo,C,24,MIA,53,53,32.6,7.3,13.1,.556,0.0,0.1,.000,7.3,13.0,.560,.556,4.5,5.9,.756,2.5,7.7,10.2,3.4,1.5,0.8,2.7,3.1,19.0
Santi Aldama,PF,21,MEM,30,0,10.6,1.4,3.6,.394,0.1,1.4,.098,1.3,2.3,.574,.413,0.5,0.8,.583,0.8,1.6,2.4,0.5,0.1,0.3,0.4,1.1,3.5
LaMarcus Aldridge,C,36,BRK,45,12,22.8,5.6,10.1,.554,0.3,1.0,.311,5.3,9.1,.580,.569,2.0,2.3,.873,1.6,4.0,5.6,0.9,0.3,1.0,0.9,1.6,13.5
Nickeil Alexander-Walker,SG,23,UTA,13,2,9.9,0.9,3.2,.293,0.5,2.1,.259,0.4,1.1,.357,.378,0.8,0.8,.909,0.1,1.5,1.5,1.0,0.3,0.3,0.6,1.0,3.2
Grayson Allen,SG,26,MIL,64,61,27.5,3.9,8.7,.445,2.4,6.0,.408,1.4,2.7,.526,.585,0.9,1.1,.857,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1
Jarrett Allen,C,23,CLE,56,56,32.3,6.6,9.7,.677,0.0,0.2,.100,6.6,9.6,.688,.678,2.9,4.2,.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1
Jose Alvarado,PG,23,NOP,49,1,15.2,2.4,5.3,.444,0.6,2.0,.313,1.7,3.3,.525,.504,0.7,0.9,.711,0.5,1.4,1.9,2.7,1.3,0.1,0.7,1.4,6.0
Justin Anderson,SF,28,IND,11,6,22.5,2.9,7.4,.395,1.2,4.5,.265,1.7,2.9,.594,.475,1.1,1.4,.800,0.4,3.2,3.5,2.2,0.6,0.3,0.5,1.6,8.1
Kyle Anderson,PF,28,MEM,65,10,21.5,3.0,6.8,.439,0.5,1.6,.317,2.5,5.2,.475,.475,0.9,1.5,.629,1.0,4.4,5.4,2.6,1.1,0.6,1.0,1.5,7.4
Giannis Antetokounmpo,PF,27,MIL,63,63,32.9,10.3,18.6,.554,1.1,3.7,.300,9.2,15.0,.616,.584,8.4,11.6,.723,2.0,9.7,11.7,5.8,1.0,1.4,3.3,3.2,30.1
Thanasis Antetokounmpo,SF,29,MIL,45,5,9.4,1.3,2.4,.523,0.0,0.2,.091,1.2,2.2,.571,.528,0.5,0.8,.583,0.9,1.2,2.1,0.4,0.3,0.2,0.5,1.4,3.0
Carmelo Anthony,PF,37,LAL,67,3,26.0,4.6,10.4,.443,2.2,5.7,.380,2.4,4.6,.521,.548,1.9,2.3,.828,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4,13.3
Cole Anthony,PG,21,ORL,64,64,32.1,5.6,14.2,.392,2.1,6.1,.338,3.5,8.1,.433,.464,3.4,4.0,.854,0.5,4.9,5.4,5.8,0.7,0.3,2.7,2.7,16.6
OG Anunoby,SF,24,TOR,47,47,36.2,6.5,14.6,.445,2.4,6.6,.369,4.1,8.0,.508,.528,1.9,2.5,.750,1.5,3.9,5.4,2.6,1.5,0.5,1.6,2.8,17.3
Ryan Arcidiacono,PG,27,NYK,7,0,5.6,0.6,0.9,.667,0.4,0.6,.750,0.1,0.3,.500,.917,0.0,0.0,0,0.0,0.4,0.4,0.1,0.0,0.0,0.1,0.0,1.6
Trevor Ariza,SF,36,LAL,24,11,19.3,1.4,4.1,.333,0.8,3.1,.270,0.5,1.0,.520,.434,0.4,0.8,.556,0.4,3.0,3.4,1.1,0.5,0.3,0.5,0.8,4.0
D.J. Augustin,PG,34,LAL,16,0,17.3,2.3,4.1,.545,1.7,3.3,.509,0.6,0.8,.692,.750,0.1,0.1,1.000,0.2,1.2,1.4,1.4,0.3,0.0,0.5,0.8,6.3
Deni Avdija,SF,21,WAS,77,6,23.8,2.9,6.8,.430,1.0,3.0,.322,1.9,3.8,.517,.502,1.3,1.7,.765,0.6,4.6,5.2,1.9,0.7,0.5,1.0,2.3,8.1
Joel Ayayi,SG,21,WAS,7,0,2.9,0.1,0.9,.167,0.0,0.1,.000,0.1,0.7,.200,.167,0.0,0.0,0,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3
Deandre Ayton,C,23,PHO,56,56,29.5,7.6,11.9,.636,0.1,0.3,.353,7.4,11.6,.644,.641,1.9,2.5,.743,2.5,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.1
Udoka Azubuike,C,22,UTA,17,6,11.5,2.2,2.9,.755,0.0,0.0,0,2.2,2.9,.755,.755,0.4,0.6,.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7
Marvin Bagley III,PF,22,DET,18,8,27.2,6.2,11.1,.555,0.4,1.9,.229,5.7,9.2,.624,.575,1.8,3.0,.593,2.1,4.7,6.8,1.1,0.7,0.4,1.0,2.4,14.6
LaMelo Ball,PG,20,CHO,71,71,32.3,7.1,16.7,.425,2.8,7.5,.379,4.3,9.3,.462,.510,2.9,3.3,.869,1.5,5.2,6.7,7.5,1.6,0.4,3.2,3.2,19.9
Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,.423,3.1,7.4,.423,1.5,3.5,.423,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0
Mo Bamba,C,23,ORL,67,65,25.9,4.1,8.6,.478,1.4,3.8,.370,2.7,4.8,.562,.559,0.8,1.0,.803,2.1,5.9,8.0,1.2,0.6,1.6,1.1,2.6,10.4
Desmond Bane,SF,23,MEM,73,73,29.9,6.7,14.5,.460,3.0,7.0,.430,3.7,7.6,.488,.564,1.8,2.0,.898,0.6,3.8,4.4,2.8,1.2,0.4,1.5,2.5,18.2
Dalano Banton,SF,22,TOR,63,1,11.0,1.3,3.2,.411,0.2,0.8,.255,1.1,2.4,.464,.443,0.4,0.7,.595,0.6,1.3,2.0,1.6,0.4,0.2,0.8,1.1,3.2
Cat Barber,PG,27,ATL,3,0,4.3,0.0,1.3,.000,0.0,0.0,0,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0
Harrison Barnes,PF,29,SAC,73,73,34.0,5.2,11.0,.471,1.9,4.7,.407,3.3,6.3,.520,.559,4.6,5.5,.827,1.1,4.5,5.6,2.5,0.7,0.2,1.6,1.3,16.8
Scottie Barnes,PF,20,TOR,69,69,35.5,6.2,12.7,.491,0.8,2.5,.299,5.5,10.1,.539,.521,2.2,3.0,.735,2.7,4.9,7.5,3.5,1.1,0.8,1.9,2.6,15.4
RJ Barrett,SF,21,NYK,67,67,34.7,6.9,17.0,.409,2.0,5.7,.346,5.0,11.2,.441,.467,4.1,5.7,.720,1.0,4.9,5.9,2.9,0.6,0.2,2.2,2.1,20.0
Will Barton,SG,31,DEN,68,68,31.9,5.5,12.7,.437,2.1,6.0,.358,3.4,6.7,.508,.521,1.4,1.8,.798,0.6,4.2,4.9,3.9,0.8,0.5,1.8,1.6,14.6
Paris Bass,SF,26,PHO,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0
Charles Bassey,PF,21,PHI,23,0,7.3,1.3,2.0,.638,0.0,0.2,.000,1.3,1.9,.698,.638,0.4,0.5,.750,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0
Keita Bates-Diop,SF,26,SAS,54,13,15.9,2.1,4.2,.502,0.3,0.9,.333,1.8,3.2,.552,.540,0.8,1.0,.732,1.0,2.9,3.9,0.7,0.5,0.3,0.7,1.0,5.3
Nicolas Batum,PF,33,LAC,56,51,24.9,3.1,6.7,.461,1.9,4.7,.397,1.2,2.0,.611,.600,0.4,0.6,.667,0.5,3.8,4.3,1.6,1.0,0.8,0.7,1.4,8.5
Kent Bazemore,SF,32,LAL,38,14,14.0,1.2,3.6,.328,0.8,2.1,.367,0.4,1.5,.276,.434,0.3,0.4,.765,0.3,1.4,1.8,0.9,0.7,0.2,0.6,1.8,3.5
Darius Bazley,PF,21,OKC,69,53,27.9,4.0,9.4,.422,1.2,3.9,.297,2.8,5.5,.511,.484,1.7,2.5,.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8
Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,.492,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2
Malik Beasley,SG,25,MIN,75,14,25.0,4.2,10.8,.391,3.0,8.1,.377,1.2,2.7,.432,.531,0.6,0.8,.807,0.3,2.6,2.9,1.5,0.5,0.1,0.6,1.1,12.1
Jordan Bell,C,27,CHI,1,0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
DeAndre' Bembry,SF,27,MIL,8,0,9.6,0.4,1.0,.375,0.0,0.0,0,0.4,1.0,.375,.375,0.0,0.0,0,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1,0.8
Dāvis Bertāns,PF,29,DAL,18,0,13.4,1.6,4.7,.345,1.2,3.8,.319,0.4,0.8,.467,.476,0.4,0.6,.800,0.2,2.0,2.2,0.4,0.2,0.2,0.2,1.3,4.9
Patrick Beverley,PG,33,MIN,56,52,25.6,3.1,7.6,.407,1.5,4.2,.347,1.6,3.4,.481,.504,1.6,2.3,.724,1.1,3.1,4.2,4.6,1.2,0.9,1.3,3.0,9.3
Saddiq Bey,SF,22,DET,78,78,33.4,5.5,13.9,.397,2.6,7.5,.345,2.9,6.4,.457,.490,2.6,3.1,.822,1.3,4.2,5.5,2.8,0.9,0.2,1.2,1.6,16.1
Khem Birch,C,29,TOR,50,23,17.9,1.8,3.6,.484,0.0,0.2,.000,1.8,3.4,.518,.484,1.0,1.4,.743,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.6
Goga Bitadze,C,22,IND,49,15,14.7,2.6,5.1,.514,0.5,1.6,.288,2.1,3.4,.621,.560,1.3,1.9,.681,1.6,2.0,3.6,1.1,0.4,0.8,0.9,2.1,7.0
Bismack Biyombo,C,29,PHO,32,3,13.2,2.3,3.9,.581,0.0,0.0,0,2.3,3.9,.581,.581,1.0,1.9,.500,1.8,2.6,4.3,0.6,0.3,0.7,0.8,1.9,5.5
Nemanja Bjelica,C,33,GSW,67,0,15.8,2.1,4.7,.454,0.7,2.1,.353,1.4,2.7,.534,.532,0.8,1.1,.703,0.8,3.2,4.0,2.1,0.6,0.4,1.2,1.8,5.8
Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,.421,0.9,3.0,.313,2.7,5.6,.479,.475,1.6,2.2,.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
Keljin Blevins,SF,26,POR,26,1,10.3,1.2,3.4,.341,0.7,2.1,.327,0.5,1.3,.364,.443,0.2,0.3,.444,0.6,0.8,1.4,0.7,0.3,0.0,0.5,0.8,3.2
Bogdan Bogdanović,SG,29,ATL,59,27,29.2,5.4,12.4,.432,2.6,7.1,.359,2.8,5.3,.531,.535,1.5,1.8,.858,0.5,3.4,3.8,3.0,1.1,0.2,1.2,2.1,14.8
Bojan Bogdanović,PF,32,UTA,66,66,30.8,6.1,13.4,.456,2.6,6.8,.387,3.5,6.7,.526,.554,3.1,3.6,.858,0.8,3.4,4.2,1.8,0.4,0.0,1.7,1.6,18.0
Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
Leandro Bolmaro,SF,21,MIN,34,2,6.6,0.4,1.3,.289,0.1,0.5,.235,0.3,0.8,.321,.333,0.3,0.3,.818,0.4,0.7,1.2,0.5,0.2,0.0,0.4,0.7,1.1
Isaac Bonga,SF,22,TOR,15,0,4.6,0.2,0.9,.231,0.1,0.3,.250,0.1,0.6,.222,.269,0.3,0.5,.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8
Devin Booker,SG,25,PHO,66,66,34.5,9.7,20.8,.464,2.7,7.0,.377,7.0,13.8,.508,.528,4.7,5.4,.865,0.7,4.3,5.0,4.9,1.2,0.4,2.4,2.6,26.6
Brandon Boston Jr.,SG,20,LAC,50,0,14.4,2.3,6.2,.377,0.7,2.2,.312,1.7,4.0,.413,.432,1.1,1.4,.838,0.3,1.8,2.1,0.9,0.5,0.2,0.6,0.8,6.5
Chris Boucher,PF,29,TOR,75,9,20.9,3.3,7.1,.467,0.8,2.8,.288,2.5,4.3,.582,.523,1.8,2.3,.773,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.3
James Bouknight,SG,21,CHO,28,0,10.6,1.7,4.9,.353,0.6,1.8,.347,1.1,3.1,.356,.415,1.0,1.1,.871,0.8,1.0,1.7,0.8,0.3,0.0,0.5,1.0,5.0
Avery Bradley,SG,31,LAL,60,43,22.7,2.4,5.7,.416,1.3,3.4,.387,1.1,2.3,.460,.532,0.3,0.3,.889,0.5,1.7,2.2,0.8,0.9,0.2,0.6,1.9,6.3
Tony Bradley,C,24,CHI,52,7,10.1,1.2,2.1,.577,0.0,0.0,0,1.2,2.1,.577,.577,0.3,0.5,.680,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,2.8
Ignas Brazdeikis,SF,23,ORL,38,0,10.7,1.5,3.6,.430,0.5,1.7,.317,1.0,1.9,.528,.504,0.4,0.5,.737,0.4,0.9,1.4,0.7,0.2,0.1,0.4,1.0,3.9
Mikal Bridges,SF,25,PHO,77,77,35.5,5.7,10.6,.535,1.5,3.9,.377,4.2,6.7,.627,.604,1.6,1.9,.824,0.9,3.4,4.3,2.3,1.2,0.5,0.8,1.9,14.4
Miles Bridges,PF,23,CHO,76,76,35.8,7.5,15.3,.491,1.9,5.9,.328,5.6,9.4,.591,.553,3.4,4.2,.798,1.2,5.9,7.1,3.8,0.9,0.9,1.9,2.5,20.3
Oshae Brissett,SF,23,IND,63,21,22.8,2.9,7.2,.406,1.1,3.3,.338,1.8,3.9,.465,.485,1.6,2.3,.694,1.6,3.6,5.2,0.9,0.7,0.5,0.7,1.7,8.6
Malcolm Brogdon,PG,29,IND,36,36,33.5,6.8,15.1,.448,1.6,5.2,.312,5.1,9.9,.518,.501,4.0,4.6,.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1
Armoni Brooks,PG,23,TOR,10,1,11.6,1.0,3.0,.333,0.9,2.8,.321,0.1,0.2,.500,.483,0.0,0.0,0,0.7,0.9,1.6,1.0,0.6,0.3,0.3,0.9,2.9
Dillon Brooks,SF,26,MEM,30,29,27.8,7.1,16.5,.428,1.4,4.7,.303,5.6,11.8,.479,.472,2.9,3.5,.846,1.0,2.3,3.3,2.7,1.2,0.2,1.6,3.3,18.5
Bruce Brown,SF,25,BRK,68,41,24.0,3.5,6.9,.503,0.5,1.2,.381,3.0,5.6,.530,.537,1.3,1.7,.748,1.4,3.3,4.7,1.9,1.1,0.6,0.7,2.4,8.6
Charlie Brown Jr.,SG,24,PHI,19,2,8.5,0.5,1.8,.265,0.1,0.5,.111,0.4,1.3,.320,.279,0.5,0.5,.900,0.7,0.9,1.6,0.3,0.4,0.2,0.3,0.8,1.5
Chaundee Brown Jr.,SG,23,ATL,3,2,27.7,3.0,8.3,.360,2.0,5.0,.400,1.0,3.3,.300,.480,1.7,2.0,.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7
Greg Brown III,SF,20,POR,43,2,12.2,1.6,3.7,.424,0.3,1.0,.267,1.3,2.6,.487,.462,0.9,1.4,.644,0.8,1.9,2.7,0.6,0.5,0.5,0.6,1.8,4.3
Jaylen Brown,SF,25,BOS,62,62,33.8,8.7,18.4,.471,2.5,7.1,.355,6.2,11.3,.543,.539,3.7,4.9,.764,0.8,5.3,6.1,3.3,1.0,0.3,2.7,2.4,23.6
Moses Brown,C,22,CLE,10,3,11.5,2.5,3.7,.676,0.0,0.0,0,2.5,3.7,.676,.676,1.1,1.9,.579,1.4,3.4,4.8,0.0,0.3,0.6,0.2,1.5,6.1
Sterling Brown,SG,26,DAL,48,3,12.8,1.2,3.1,.376,0.6,1.9,.303,0.6,1.3,.483,.466,0.3,0.3,.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.2
Troy Brown Jr.,SF,22,CHI,62,6,15.9,1.6,3.8,.415,0.7,2.0,.347,0.9,1.9,.487,.504,0.3,0.4,.760,0.6,2.4,3.0,0.9,0.5,0.1,0.4,1.0,4.1
Jalen Brunson,PG,25,DAL,75,57,32.1,6.4,12.8,.502,1.1,3.1,.368,5.3,9.7,.545,.547,2.2,2.7,.839,0.5,3.3,3.9,4.9,0.9,0.0,1.6,1.9,16.3
Thomas Bryant,C,24,WAS,24,9,16.7,3.1,5.9,.532,0.5,1.7,.300,2.6,4.2,.624,.574,1.5,1.7,.875,1.1,2.8,3.8,1.0,0.3,0.8,0.8,1.7,8.2
Shaq Buchanan,PG,25,MEM,2,0,5.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0
Reggie Bullock,SF,30,DAL,64,33,27.8,3.0,7.4,.399,2.1,5.8,.358,0.9,1.6,.549,.539,0.6,0.7,.826,0.5,3.0,3.5,1.2,0.6,0.2,0.6,1.5,8.6
Trey Burke,PG,29,DAL,39,0,10.7,2.1,5.3,.395,0.6,2.1,.313,1.4,3.2,.448,.456,0.5,0.6,.870,0.1,0.7,0.8,1.3,0.3,0.0,0.7,0.9,5.3
Alec Burks,SG,30,NYK,77,40,28.2,3.5,9.0,.386,1.9,4.8,.397,1.6,4.2,.374,.493,2.6,3.2,.826,0.6,4.3,4.8,2.8,1.1,0.3,1.0,2.6,11.5
Jared Butler,SG,21,UTA,39,1,7.8,1.4,3.4,.420,0.7,1.9,.347,0.7,1.4,.518,.519,0.2,0.3,.583,0.1,0.8,0.9,1.3,0.3,0.2,0.8,1.1,3.7
Jimmy Butler,SF,32,MIA,55,55,33.8,7.0,14.6,.478,0.5,2.0,.227,6.5,12.6,.517,.493,6.9,7.9,.871,1.8,4.1,5.9,5.5,1.7,0.5,2.1,1.5,21.3
Devontae Cacok,PF,25,SAS,11,0,8.4,1.6,2.4,.692,0.0,0.0,0,1.6,2.4,.692,.692,0.4,0.6,.571,0.6,2.6,3.3,0.5,0.6,0.6,0.2,1.1,3.6
Kentavious Caldwell-Pope,SG,28,WAS,74,74,30.4,4.6,10.7,.434,2.1,5.4,.394,2.5,5.4,.474,.532,1.8,2.1,.888,0.5,2.9,3.4,1.9,1.1,0.3,1.2,1.8,13.2
Facundo Campazzo,PG,30,DEN,63,4,18.6,1.7,4.6,.364,0.9,3.0,.302,0.8,1.6,.480,.462,1.0,1.2,.769,0.4,1.5,1.9,3.4,1.0,0.4,1.0,2.0,5.2
Vlatko Čančar,PF,24,DEN,14,1,10.9,1.6,2.8,.564,0.5,0.9,.583,1.1,1.9,.556,.654,0.6,0.9,.750,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3
Devin Cannady,PG,25,ORL,1,0,29.0,3.0,7.0,.429,3.0,7.0,.429,0.0,0.0,0,.643,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,9.0
Clint Capela,C,27,ATL,70,69,27.6,4.9,8.1,.605,0.0,0.0,.000,4.9,8.0,.606,.605,1.1,2.3,.465,3.7,8.1,11.8,1.3,0.7,1.3,0.6,2.3,10.8
Vernon Carey Jr.,C,20,WAS,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jevon Carter,PG,26,MIL,16,1,18.2,2.4,4.1,.585,1.4,2.3,.611,1.0,1.8,.552,.754,0.5,0.5,1.000,0.3,1.9,2.1,2.6,0.4,0.2,0.4,1.0,6.6
Wendell Carter Jr.,C,22,ORL,62,61,29.9,5.8,11.0,.525,1.1,3.5,.327,4.7,7.6,.615,.576,2.3,3.3,.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0
Alex Caruso,SG,27,CHI,40,17,28.1,2.6,6.3,.408,1.1,3.0,.347,1.5,3.2,.465,.492,1.5,1.8,.795,0.8,2.8,3.6,3.9,1.8,0.4,1.4,2.6,7.6
Willie Cauley-Stein,C,28,PHI,2,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0
Ahmad Caver,PG,25,IND,1,0,1.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Justin Champagnie,SF,20,TOR,35,0,7.8,0.9,1.9,.462,0.3,0.7,.346,0.6,1.1,.538,.531,0.3,0.3,1.000,1.1,0.9,2.0,0.3,0.2,0.1,0.2,0.9,2.2
Zylan Cheatham,SF,26,UTA,1,0,5.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Chiozza,PG,26,GSW,34,1,10.9,0.7,2.4,.296,0.5,1.6,.321,0.2,0.8,.250,.401,0.1,0.1,.667,0.3,0.8,1.1,1.9,0.4,0.0,0.9,0.9,2.0
Marquese Chriss,PF,24,DAL,31,0,10.0,1.8,3.9,.463,0.2,0.8,.292,1.6,3.1,.505,.492,0.5,0.8,.600,0.9,2.3,3.2,0.5,0.4,0.4,0.5,1.9,4.3
Josh Christopher,SG,20,HOU,70,2,17.5,2.9,6.5,.438,0.7,2.5,.291,2.1,4.1,.526,.492,1.1,1.4,.776,0.7,1.7,2.4,2.0,0.8,0.2,1.5,1.2,7.5
Gary Clark,PF,27,NOP,34,1,9.7,0.8,2.2,.355,0.7,1.9,.381,0.1,0.4,.231,.513,0.2,0.2,.750,0.5,1.9,2.4,0.4,0.3,0.2,0.2,0.6,2.5
Brandon Clarke,PF,25,MEM,61,1,19.6,4.4,7.0,.638,0.1,0.4,.227,4.4,6.6,.660,.644,1.4,2.1,.656,2.2,3.3,5.5,1.4,0.6,1.1,0.6,1.9,10.3
Jordan Clarkson,SG,29,UTA,75,1,27.1,5.9,14.2,.418,2.4,7.6,.317,3.5,6.6,.534,.503,1.8,2.2,.824,0.8,2.5,3.4,2.3,0.8,0.2,1.6,1.9,16.1
Nic Claxton,C,22,BRK,43,19,20.6,3.8,5.6,.672,0.0,0.0,0,3.8,5.6,.672,.672,1.2,2.0,.580,1.9,3.6,5.5,0.9,0.5,1.1,0.8,2.2,8.7
Amir Coffey,SG,24,LAC,65,29,23.2,3.0,6.8,.449,1.4,3.7,.369,1.7,3.1,.545,.550,1.5,1.7,.858,0.4,2.4,2.8,1.8,0.6,0.2,0.6,1.3,9.0
John Collins,PF,24,ATL,54,53,30.8,6.3,11.9,.526,1.2,3.3,.364,5.1,8.7,.588,.576,2.5,3.1,.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2
Zach Collins,PF,24,SAS,23,2,17.1,2.4,5.2,.467,0.5,1.5,.324,2.0,3.7,.523,.513,1.6,2.0,.800,1.7,3.4,5.1,2.1,0.4,0.8,1.5,2.4,6.9
Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,.286,0.0,1.0,.000,0.7,1.3,.500,.286,0.0,0.0,0,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3
Mike Conley,PG,34,UTA,69,69,28.5,4.8,10.9,.436,2.4,5.8,.410,2.4,5.2,.466,.544,1.8,2.2,.812,0.7,2.3,3.0,5.3,1.3,0.3,1.7,1.9,13.7
Pat Connaughton,SG,29,MIL,61,19,26.3,3.6,7.7,.461,2.3,5.8,.396,1.3,2.0,.650,.608,0.7,0.8,.824,0.7,3.6,4.3,1.3,0.9,0.2,0.5,1.3,10.1
Tyler Cook,PF,24,CHI,19,2,10.3,1.2,1.9,.611,0.0,0.0,0,1.2,1.9,.611,.611,1.1,1.6,.645,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4
Sharife Cooper,PG,20,ATL,11,0,3.2,0.3,1.3,.214,0.1,0.5,.167,0.2,0.7,.250,.250,0.0,0.0,0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.1,0.6
Petr Cornelie,PF,26,DEN,13,0,2.9,0.4,1.2,.333,0.1,0.6,.125,0.3,0.5,.571,.367,0.2,0.3,.750,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1
DeMarcus Cousins,C,31,DEN,27,1,14.1,3.0,6.7,.451,0.8,2.4,.333,2.2,4.3,.517,.511,2.0,2.7,.730,1.6,4.1,5.7,1.7,0.7,0.4,2.3,3.1,8.9
Robert Covington,SF,31,LAC,19,1,22.9,3.7,7.2,.515,2.2,4.7,.461,1.5,2.5,.617,.665,1.2,1.3,.880,0.7,4.3,5.0,1.1,1.3,1.4,0.8,2.6,10.7
Torrey Craig,SF,31,PHO,22,2,21.0,2.5,5.7,.440,1.0,3.3,.292,1.5,2.4,.642,.524,0.5,0.8,.706,0.9,3.7,4.6,1.3,0.8,0.6,1.0,2.0,6.5
Jae Crowder,PF,31,PHO,65,65,28.3,3.3,8.1,.403,1.9,5.4,.351,1.4,2.7,.509,.521,1.1,1.4,.798,0.4,4.8,5.3,1.8,1.4,0.4,0.8,2.6,9.5
Jarrett Culver,SG,22,MEM,36,0,8.5,1.3,3.3,.387,0.3,1.1,.244,1.0,2.2,.462,.429,0.4,0.8,.483,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.2
Jarron Cumberland,SG,24,POR,3,0,4.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7
Cade Cunningham,PG,20,DET,62,62,32.4,6.7,16.0,.419,1.8,5.7,.319,4.9,10.3,.473,.475,2.1,2.5,.839,0.9,4.6,5.5,5.5,1.2,0.7,3.6,3.1,17.3
Seth Curry,SG,31,BRK,17,17,30.0,5.5,11.3,.490,3.1,6.5,.477,2.4,4.8,.506,.628,0.9,1.1,.889,0.2,2.4,2.6,2.5,0.9,0.2,1.4,2.5,15.1
Stephen Curry,PG,33,GSW,64,64,34.5,8.4,19.1,.437,4.5,11.7,.380,3.9,7.4,.527,.554,4.3,4.7,.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5
Anthony Davis,C,28,LAL,38,38,35.1,9.2,17.2,.535,0.3,1.8,.191,8.8,15.4,.575,.545,4.4,6.2,.708,2.7,7.1,9.8,3.0,1.2,2.3,2.1,2.6,23.1
Ed Davis,C,32,CLE,29,3,6.7,0.4,0.6,.688,0.0,0.0,0,0.4,0.6,.688,.688,0.2,0.5,.429,0.5,1.7,2.2,0.2,0.1,0.3,0.2,1.1,1.0
